Company,year,cash_ratio,quick_ratio,current_ratio,lt_debt_to_equity,lt_debt_to_assets,liab_to_equity,liab_to_assets,st_debt_to_equity,st_debt_to_assets,ap_to_equity,ap_to_assets,assets_to_liab,ebitda_coverage,pe_basic,pe_diluted,pb_ratio,ps_ratio,pb_tangible,market_cap,price_to_cfo,ev,ev_to_revenue,ev_to_ebitda,ev_to_ebit,eps_diluted,Financial_Distress
AAM,2021,11.148733749342464,14.105613304500071,29.40704929009308,0.0,0.0,0.03479205469222327,0.03362226694190401,0.0,0.0,0.008094879892334718,0.007822711679731989,29.742194413241148,22.161086994031457,538.6363636363636,538.6363636363636,0.7528822780917102,1.0909301122222714,0.8391381050006219,146304970350.0,-148.76074894240318,84492674894.0,0.6300237311388875,38.14974400187481,-85.91091312420629,22.0,1
AAM,2022,1.291495098752286,9.956303144881254,22.79099818760998,0.0,0.0,0.04315850272352019,0.04137290987979318,0.0,0.0,0.006029650488922621,0.005780186302637775,24.17040529432055,,7.4020618556701026,7.4020618556701026,0.6345958441406873,0.6271977866821424,0.6991216008926533,132970846470.0,11.08152028760676,122719950296.0,0.5788462903765835,8.000049368773153,10.227231419527994,1455.0,0
AAM,2023,2.5020624214639,5.080916509112118,18.992995409080105,0.0,0.0,0.05044294172322017,0.048020639408048224,0.0,0.0,0.02905736469363934,0.027662011461537933,20.824379107130355,,233.25,233.25,0.5684682894851181,0.8422725900832074,0.6262740136442074,115192014630.0,-26.654548956420186,92303029984.0,0.6749106037156183,-57.14826170749399,-21.358213409471023,40.0,0
AAM,2024,12.714251155427089,15.52945123399516,33.5784984049705,0.0,0.0,0.030626164947630964,0.029716075517243604,0.0,0.0,0.012229388595973398,0.011865979160925735,33.65181917846862,,-12.12624584717608,-12.12624584717608,0.45904429359992804,0.5872220250842265,0.5055679718858808,90128800300.0,-24.297908492686048,27432101345.0,0.1787301511892712,-16.299557669238744,-7.395446139572101,-602.0,0
AAT,2018,0.08002060903685208,1.3047542607005227,1.5351894266825727,0.25752738056868424,0.1691894100718356,0.5221247030729732,0.3430236051086162,0.14900414899380232,0.09789220862980687,0.042160273219210086,0.0276983043071924,2.91525126873807,0.41540892979008476,,,,,,,,,,,,0.0,0
AAT,2019,0.07185384455728161,1.7496978108961618,2.090810792019347,0.19878490210170227,0.13593359442693598,0.4623677313892318,0.31617747127802664,0.12875525370988813,0.08804574317813495,0.030084356749823384,0.02057236090763819,3.1627806875609514,1.0285729087175366,,,,,,,,,,,,608.0,0
AAT,2020,0.21399018865664324,1.687769107486927,1.872119206329639,0.07093759585773945,0.05198421161154321,0.36459885912721257,0.2671839102667925,0.19496778150261587,0.14287552726470534,0.008625744957669119,0.006321084690915015,3.7427403431646202,0.11183939911945036,,,,,,,,,,,,403.0,0
AAT,2021,0.8065258719747883,2.812438871425849,2.9664501599777036,0.20708636734544555,0.14180270027906958,0.46038380748671826,0.3152485018846015,0.11845493406859975,0.08111219356263442,0.01924925984534979,0.013180959516715853,3.1721007206120064,0.6459230102630201,19.563591022443887,19.563591022443887,1.4969197758229984,2.1155922620152525,1.516182779959768,1001045362410.0,30.287094084787505,1125430375390.0,2.3784654352525076,19.491797686548114,34.05042063553757,802.0,0
AAT,2022,0.0742894329193173,2.0185148387649474,2.08478884248497,0.15381492915287265,0.10581887150064741,0.45356803537572793,0.3120377060702815,0.1731686375065154,0.11913349309566622,0.010976993844536905,0.007551757865740008,3.204740903250859,0.3911353136694496,4.680628272251309,4.680628272251309,0.4016301874901323,0.2965734208957611,0.40551418677698514,285192655830.0,3.1277159384585635,501567084800.0,0.5215823868778701,9.018260844457538,5.500700432728804,955.0,0
AAT,2023,0.009121401947359735,1.932366589468152,2.053350789446308,0.10707768593143022,0.0749207513973364,0.4292126538287371,0.30031405940810385,0.19426267328282246,0.13592286127778785,0.04479025621467865,0.031339112548919454,3.329847433619738,0.30767911953516947,-140.0,-140.0,0.49039463830155383,0.5789788536760342,0.494521995216786,347013604700.0,53.31088761240183,558169189028.0,0.9312838253131263,11.281094614877382,85.75022564519408,-35.0,0
AAT,2024,0.05749428058135883,1.623024430070099,1.689305368216109,0.3210414483198839,0.17453836068480225,0.8393747200344726,0.45633698826672003,0.1860106830888688,0.1011271281826591,0.029458672982955427,0.016015590875579355,2.191363018365541,-0.12711043974044006,-29.491525423728817,-29.491525423728817,0.33974800479757117,0.4227208952361891,0.3793158696072067,246450478440.0,-22.9070619821399,602751598690.0,1.0338616383141357,-30.475341219242324,-56.02451380262675,-118.0,1
ABR,2018,0.4064357099051536,7.5915140506457695,8.640598674365577,0.0,0.0,0.08033693185695315,0.07436284874466415,0.059435578691938946,0.0550157797436187,0.0018160871266981345,0.0016810377143883493,13.447575192199105,1.0325026085745328,4.930555555555555,4.930555555555555,0.25575309618955544,0.4009384029202245,0.25575309618955544,8520000000.0,3.9475545143031088,9412258258.0,0.4429267363656355,4.360962743680119,4.360962743680119,576.0,0
ABR,2019,2.310068434511788,3.838879847015036,3.8450315432204767,0.0,0.0,0.22068550757063193,0.18078817697265281,0.0,0.0,0.15649311177326442,0.12820100738699836,5.531335161099978,216.95944036624041,5.04364089775561,5.04364089775561,0.7642465416842674,5.982049576729367,1.1244254226336503,161800000000.0,14.824477072751177,59008741442.0,2.1816638860719952,4.5402867488047995,5.40651257477646,1604.0,0
ABR,2020,2.244521959570698,4.584303972725868,4.620709250887136,0.0,0.0,0.19456267307418673,0.16287355821480928,0.0,0.0,0.1484278046798252,0.12425283999360935,6.139732016421774,,13.988673139158575,13.988673139158575,1.4625248806684565,3.519297048724402,1.9704624211791966,345800000000.0,11.642723517701777,249111220690.0,2.5352700514125224,8.61839094351521,8.387313671633489,1236.0,0
ABR,2021,0.9340445475371661,4.476240842389985,4.483971578292553,0.0,0.0,0.22188222490377502,0.18159051697576545,0.0,0.0,0.14955553719391596,0.12239766987828443,5.506895495723806,,17.89855072463768,17.89855072463768,1.3520214942527022,3.7935782987318776,1.7145634254400948,345800000000.0,14.92278844007545,296527142398.0,3.2530333498728456,11.331587719630853,12.796448272832508,966.0,0
ABR,2022,0.2596165308264021,2.372263831820525,2.377356972994671,0.0,0.0,0.305190239852637,0.23382816583664814,0.0,0.0,0.18989083792906006,0.14548901158692373,4.276644759291307,,4.095238095238095,4.095238095238095,0.42222515942406247,1.1557076996602602,0.5060052593054949,120400000000.0,3.1458543538459023,99000134117.0,0.9502925022127519,2.353395381651946,2.586710987901102,1470.0,0
ABR,2023,0.06650771883353276,3.4410766304260294,3.4410766304260294,0.0,0.0,0.21491608458172937,0.17689788398490136,0.0,0.0,0.10480963328142968,0.08626903093271128,5.652978868222937,,6.139444803098773,6.139444803098773,0.6016353925475498,3.543480179072449,0.6896500553474172,190200000000.0,6.457426508694254,186831997486.0,3.480733332850445,8.614052202287011,6.343080406090403,1549.0,0
ABR,2024,0.9868942578711755,4.199686857661737,4.199686857661737,0.0,0.0,0.19908732684933642,0.16603238345654822,0.0,0.0,0.1031544932609859,0.08602750688061196,6.0229214276244285,,10.334346504559269,10.334346504559269,0.6894775132255503,8.193970445005489,0.7774467286621498,204000000000.0,7.618035677029505,157725909402.0,6.335301176723536,5.881875971588081,5.8900078677272525,987.0,0
ABS,2018,0.00388905013158368,1.3650446627950323,1.4087286826053558,0.0027180927950396947,0.0017337183402666794,0.5677822238539622,0.36215630922145897,0.2946251803859113,0.18792481245364306,0.16368602526064097,0.10440609848111673,2.76123865451837,0.3153568681715881,,,,,,,,,,,,1027.0,0
ABS,2019,0.006902451905605226,1.2988889108580164,1.3752731818215944,0.0013055798077628465,0.0007940103547243793,0.6442856191920138,0.3918331533597001,0.21428851237989052,0.1303231688453189,0.39179228669972677,0.23827507954016514,2.552106659239237,0.4580921092369041,,,,,,,,,,,,1147.0,0
ABS,2020,0.003478934800507414,1.16980139535133,1.1769431709029081,0.0,0.0,1.688106361663735,0.6279909105303871,0.8215594215134222,0.3056275723423901,0.822909922736252,0.3061299710726226,1.5923797354892004,0.1647002839358191,14.734375,31.485809682804675,1.622187659375709,0.6396190174159757,1.6566128046791078,706116004780.0,11.942096802403682,1061174198741.0,0.9612403538670344,17.616054142994006,17.9469731882462,599.0,0
ABS,2021,0.0047182616811654145,1.8943137478943977,1.924641955846173,0.0,0.0,0.7194998479939002,0.41843554033070934,0.5087537625095474,0.2958731069985836,0.17068684197187434,0.0992654010240307,2.389854358952523,0.16229083653552645,33.045685279187815,33.045685279187815,2.248694656120703,1.7379521996169724,2.2701401491867115,2083200000000.0,25.396547504239546,2551368488798.0,2.1285313350326014,31.150659503733465,31.104047151775283,788.0,0
ABS,2022,0.004670092910085992,1.7730729549024788,1.779811533049284,0.000971649673319054,0.0005271761976078701,0.843121289861036,0.45744210893717363,0.5890813849547293,0.3196107538854069,0.15981984368774627,0.08671151734121418,2.1860689701772573,0.06176242060664691,19.477611940298505,19.477611940298505,0.4610919358841329,0.2601323884737098,0.46543841006801445,417600000000.0,11.703853292359964,948436439906.0,0.5908022902975333,26.578004494287878,26.581324113477017,268.0,0
ABS,2023,0.0026766103926343958,1.6828373224231576,1.6884682827829227,0.0007002469919994692,0.0004052671188264273,0.7278653003659532,0.4212511821446932,0.647965343001905,0.37500917627356095,0.008630781055727085,0.004995054333170027,2.373880578586758,0.034643024915698754,59.08163265306122,59.08163265306122,0.5068037604596158,0.4518043574943487,0.511371431236014,463200000000.0,20.38646848814283,1054278410762.0,1.028341062164267,45.542017795684835,46.40115198343872,98.0,1
ABS,2024,0.0014034310213745912,11.178894175064011,11.200992430495592,0.0004364912754481055,0.00039936693967841956,0.09295795941341423,0.0850517246457534,0.06464242017159796,0.05914447085072812,0.003076834979694211,0.0028151448582208367,11.75755111568957,0.11388124203943482,153.33333333333331,,0.4015719734122571,0.9289624968307915,0.403638786663312,368000000000.0,32.62709267583534,427519649727.0,1.0792111990614655,39.433281078714195,37.9041392184334,30.0,1
ABT,2018,0.27396750036800854,1.3020390988195227,2.4102194882356027,0.0,0.0,0.2760862489873378,0.21635390962517717,0.19146812048826206,0.15004324405204209,0.02606289999556833,0.020424089685357107,4.622056526422159,0.8219124203255498,4.334941419710544,4.334941419710544,0.8457372895390267,0.8964458984534946,0.8711472757022367,354937328120.0,4.821045282326331,404960471639.0,1.0227866304156092,5.500499994364602,5.500499994364602,5804.0,0
ABT,2019,0.20698236673936746,0.8008313880650869,2.1512103273310017,0.0,0.0,0.30333411556119816,0.23273703338194793,0.19952669798502587,0.15308944621549506,0.02195919448126109,0.016848476702235143,4.296694795275174,0.6485562593643003,5.877213695395513,5.877213695395513,0.849898275305868,0.972249769250571,0.8749250682994181,351128382230.0,6.40897338323196,408686234601.0,1.1316234101133802,7.232971923611369,7.45954850763219,4235.0,0
ABT,2020,0.4409440497607176,0.8047283237186592,2.0112014339916167,0.0,0.0,0.32383038707940176,0.24461622141324876,0.2295478875558339,0.17339675066853252,0.03869301264571574,0.029228074097225703,4.088036329817327,0.15527471697441658,18.2864038616251,18.2864038616251,0.7807883537238766,1.0080058734627246,0.8030688473894312,320656815110.0,21.002301638937627,358293189139.0,1.1263183006102893,23.742056640737147,23.46739965870613,1243.0,0
ABT,2021,0.39686824638977414,0.6919615402131892,1.7219964902582756,0.0,0.0,0.41968493091344766,0.2956183599437206,0.297397194049988,0.20948112329306612,0.04891400179243038,0.0344541248042679,3.3827398277643463,0.32330158853530666,9.63316214233309,9.63316214233309,0.8849953814515102,1.0843203211845405,0.9088133210802489,370455255820.0,10.443428332281705,426878371797.0,1.2494704446535412,10.4333499863698,12.034040852235067,2726.0,0
ABT,2022,0.8597743278595401,1.2953238576370136,2.025619147346065,0.0,0.0,0.3220454326126934,0.24359634296096078,0.18779414431719235,0.1420481775320414,0.07327377928449116,0.05542455461586051,4.105151940479919,0.8110104378740276,4.88481770360965,4.88481770360965,0.8227957265121489,0.6283212858756936,0.8416465435812931,387447484510.0,5.529555851915049,348574584111.0,0.5652813340347183,4.690291358367572,4.974771313427089,5513.0,0
ABT,2023,0.07106512600904163,1.5626346700487166,2.1510697967569503,0.0,0.0,0.32713659951466073,0.2464980617928071,0.20349926238299423,0.15333708862932027,0.032586317099505,0.024553853093511206,4.056827030309657,0.7791781233774264,6.057142857142857,6.057142857142857,0.8699988076810025,0.8016539282046423,0.8883204726464717,427012303760.0,6.077141931754344,515829245976.0,0.9683949096509262,6.318084489333335,7.3411644412659705,4900.0,0
ABT,2024,0.2941900971565147,1.6389406148829435,2.262484567698513,0.0,0.0,0.37549774885795945,0.27299044958068863,0.23309005342705755,0.1694586949492184,0.023277698082352402,0.016923108817647487,3.663131811153075,0.9245646445467643,4.643841007477371,,0.9052823686969383,0.872861976201564,0.9211639136504658,509307127800.0,4.5067385972655,582802062919.0,0.9988192440408775,4.672558535073987,5.157077936192617,7623.0,0
ACC,2018,0.4390676318040988,1.1396061367082022,2.329626387069852,0.0,0.0,0.5822520118908568,0.36798942742063034,0.0441448021388337,0.027899981676167265,0.4205983744848573,0.2658226194841268,2.717469376795301,3.695327808490865,2.268041237113402,2.268041237113402,0.24657449680935709,0.15034551935193557,0.2570005683970279,57200000000.0,1.3676053658413028,12328524454.0,0.032404517690203985,0.2947649684649671,0.2947649684649671,2522.0,0
